"","PROBEID","UNIPROT"
"776","1552914_a_at","A0A0C4DGH0"
"777","1552914_a_at","A8K9J6"
"778","1552915_at","Q8IZJ0"
"779","1552917_at","Q8IU54"
"780","1552919_at","Q96KX1"
"781","1552921_a_at","Q6PIW4"
"782","1552921_a_at","B3KNH6"
"783","1552922_at","Q3ZCW0"
"784","1552922_at","Q86UR5"
"785","1552922_at","B7Z9Z3"
"786","1552922_at","B7Z7W2"
"787","1552923_a_at","Q9BZ72"
"788","1552923_a_at","Q9UF51"
"789","1552924_a_at","Q9BZ72"
"790","1552924_a_at","Q9UF51"
"791","1552925_at","Q9P2E7"
"792","1552925_at","Q9NSR3"
"793","1552925_at","X5D999"
"794","1552927_at","Q8N5C8"
"795","1552928_s_at","Q8N5C8"
"796","1552929_at","Q8WTQ7"
"797","1552930_at","B3KS82"
"798","1552930_at","Q495T6"
"799","1552931_a_at","O60658"
"800","1552931_a_at","A0A024RC53"
"801","1552932_at","P59044"
"802","1552933_at","Q5T1N1"
"803","1552935_at","Q8N8U3"
"804","1552937_s_at","Q8WXE1"
"805","1552937_s_at","A0A024R307"
"806","1552937_s_at","A0A024R2U4"
"807","1552937_s_at","Q5TZT0"
"808","1552937_s_at","Q9NSU2"
"809","1552938_at","Q96T25"
"810","1552939_at","Q15389"
"811","1552939_at","B4DTQ9"
"812","1552940_at","Q5T9Z0"
"813","1552942_at","A0A286YF49"
"814","1552943_at","Q8N1C3"
"815","1552944_a_at","Q96RD6"
"816","1552944_a_at","B3KTT7"
"817","1552944_a_at","Q495U3"
"818","1552946_at","Q8NC26"
"819","1552947_x_at","Q8NC26"
"820","1552948_at","Q2M243"
"821","1552950_at","Q6P656"
"822","1552952_at",NA
"823","1552953_a_at","Q15784"
"824","1552954_at",NA
"825","1552955_at",NA
"826","1552957_at","Q9C0G6"
"827","1552960_at","Q8TF66"
"828","1552960_at","B3KWI4"
"829","1552961_at",NA
"830","1552964_at","Q8IYW2"
"831","1552965_a_at","Q8NFL0"
"832","1552967_at","Q8N7E2"
"833","1552969_a_at","O95789"
"834","1552970_s_at","O95789"
"835","1552971_at","Q08AT0"
"836","1552971_at","Q96LD1"
"837","1552972_at",NA
"838","1552973_at","E7EPC3"
"839","1552973_at","O14905"
"840","1552974_at",NA
"841","1552975_x_at",NA
"842","1552976_at","P59910"
"843","1552977_a_at","Q9BT09"
"844","1552978_a_at","A0A087WXB0"
"845","1552978_a_at","B4E2V7"
"846","1552978_a_at","O15126"
"847","1552979_at",NA
"848","1552980_at","O00219"
"849","1552980_at","Q96RV2"
"850","1552982_a_at","P08620"
"851","1552985_at","Q8IWU4"
"852","1552986_at",NA
"853","1552987_a_at",NA
"854","1552988_at","Q8NCR3"
"855","1552988_at","A0A024R3C9"
"856","1552990_at","Q8N5Q1"
"857","1552991_at","A0A126GVJ7"
"858","1552991_at","Q8WZ92"
"859","1552993_at","Q8WWB3"
"860","1552995_at","Q8NEV9"
"861","1552997_a_at","Q8N6M8"
"862","1552998_at","B2R4E8"
"863","1552998_at","Q8N687"
"864","1552999_a_at","Q8IUB3"
"865","1553002_at","A0A0K0K1I4"
"866","1553002_at","Q8NG35"
"867","1553002_at","B2RU30"
"868","1553003_at","P08F94"
"869","1553004_at","Q8TDX9"
"870","1553006_at","Q8IZF6"
"871","1553007_a_at","Q9UKZ4"
"872","1553007_a_at","B7ZMH4"
"873","1553009_s_at",NA
"874","1553011_at","Q8IZX4"
"875","1553013_at","Q8WYK1"
"876","1553015_a_at","O94761"
"877","1553016_at","Q8IZF5"
"878","1553019_at","Q8TDI7"
"879","1553020_at",NA
"880","1553021_s_at","Q8TD16"
"881","1553021_s_at","Q96FU2"
"882","1553022_at","Q96PE6"
"883","1553023_a_at","A3QRJ0"
"884","1553023_a_at","Q96PH1"
"885","1553024_at",NA
"886","1553025_at","Q86SQ4"
"887","1553027_a_at","A5PKX1"
"888","1553027_a_at","Q9C0H6"
"889","1553028_at","Q8NFN8"
"890","1553030_a_at","A0A024RB79"
"891","1553030_a_at","P51687"
"892","1553031_at","Q8IZF3"
"893","1553032_at","B4DNJ2"
"894","1553032_at","Q8NI17"
"895","1553033_at","Q8TDW5"
"896","1553034_at","Q86SQ7"
"897","1553036_at","Q8IZF7"
"898","1553037_a_at","A0A087X2E3"
"899","1553037_a_at","Q59GM1"
"900","1553037_a_at","Q92777"
"901","1553037_a_at","A0A087WW96"
"902","1553037_a_at","B3KRB3"
"903","1553037_a_at","Q86VA8"
"904","1553039_a_at","Q8WXI3"
"905","1553039_a_at","A0A090N8I2"
"906","1553041_at","Q8WXA8"
"907","1553042_a_at","Q8NI38"
"908","1553043_a_at","Q8TDQ1"
"909","1553043_a_at","B4DQD2"
"910","1553043_a_at","J3KS52"
"911","1553044_at","Q969M2"
"912","1553045_at","D9ZGG3"
"913","1553045_at","O14904"
"914","1553046_s_at","Q9H3Q3"
"915","1553047_at","P78356"
"916","1553048_a_at","P78356"
"917","1553051_s_at","Q96PU9"
"918","1553052_at","Q8IUB5"
"919","1553053_at",NA
"920","1553055_a_at","B4E128"
"921","1553055_a_at","Q08AF3"
"922","1553057_at","Q96P63"
"923","1553058_at","Q8TF64"
"924","1553059_at","Q96LB9"
"925","1553060_at","Q96QS6"
"926","1553061_at",NA
"927","1553062_at","Q96PD6"
"928","1553063_at","B2R7M4"
"929","1553063_at","Q96P69"
"930","1553064_at","Q8IZA3"
"931","1553066_at","Q96RI9"
"932","1553067_a_at",NA
"933","1553069_at",NA
"934","1553070_a_at","Q8TDC0"
"935","1553071_a_at","Q8TDC0"
"936","1553072_at","Q7Z465"
"937","1553074_at","Q7Z670"
"938","1553074_at","Q8WXH4"
"939","1553075_a_at",NA
"940","1553076_at",NA
"941","1553077_at","Q8NEX9"
"942","1553078_at","A0A126GVE6"
"943","1553078_at","Q8WZ94"
"944","1553079_at","A0A1U9X8U1"
"945","1553079_at","Q6P9F5"
"946","1553080_at",NA
"947","1553081_at","Q8WWY7"
"948","1553082_at","Q8WXF5"
"949","1553082_at","A0A090N8I5"
"950","1553083_at",NA
"951","1553084_at","P59095"
"952","1553086_at","Q8WZ69"
"953","1553087_at",NA
"954","1553088_a_at","O43521"
"955","1553088_a_at","A0A0A0MRE7"
"956","1553088_a_at","A0A0C4DH20"
"957","1553089_a_at","Q14508"
"958","1553093_a_at","Q5GRG0"
"959","1553093_a_at","Q8N690"
"960","1553094_at","Q86UU9"
"961","1553094_at","Q6ZSH9"
"962","1553096_s_at","O43521"
"963","1553096_s_at","A0A0A0MRE7"
"964","1553096_s_at","A0A0C4DH20"
"965","1553099_at","Q96MW7"
"966","1553101_a_at","Q6P6C2"
"967","1553102_a_at","A6NI79"
"968","1553102_a_at","Q7L2X4"
"969","1553103_at","Q12986"
"970","1553105_s_at","Q14126"
"971","1553106_at","Q7Z6I8"
"972","1553107_s_at","Q7Z6I8"
"973","1553108_at","Q7Z6I8"
"974","1553111_a_at","Q86V97"
"975","1553112_s_at","P49336"
"976","1553113_s_at","P49336"
"977","1553114_a_at","Q13882"
"978","1553115_at","Q969G9"
"979","1553117_a_at","A0A024RD18"
"980","1553117_a_at","Q15208"
"981","1553118_at","A8K0C9"
"982","1553118_at","Q5T1C6"
"983","1553120_at","Q9HAW4"
"984","1553122_s_at","Q9NYW8"
"985","1553123_at","O43379"
"986","1553125_x_at","O43379"
"987","1553126_a_at","Q504Y0"
"988","1553127_a_at","Q8IYW5"
"989","1553129_at","B3KQM1"
"990","1553129_at","Q4LDE5"
"991","1553129_at","Q5JB40"
"992","1553130_at",NA
"993","1553131_a_at","B3KUF4"
"994","1553131_a_at","B6DU75"
"995","1553131_a_at","P43694"
"996","1553132_a_at","Q8N9U0"
"997","1553133_at","Q96LT7"
"998","1553134_s_at","Q96LT7"
"999","1553136_at","A8K4A2"
"1000","1553136_at","Q6PI47"
"1001","1553137_s_at","B7ZAX4"
"1002","1553137_s_at","O14901"
"1003","1553137_s_at","Q53QU8"
"1004","1553138_a_at","B4E124"
"1005","1553138_a_at","Q8NAG6"
"1006","1553138_a_at","B4DSY8"
"1007","1553139_s_at","P51805"
"1008","1553140_at","Q9BRX2"
"1009","1553141_at","Q8IV20"
"1010","1553142_at","Q8IV20"
"1011","1553145_at",NA
"1012","1553146_at","Q96M34"
"1013","1553147_at","Q86VV4"
"1014","1553148_a_at","A0A024R9Z9"
"1015","1553148_a_at","Q86XC4"
"1016","1553148_a_at","Q9Y5W8"
"1017","1553150_at","Q8NB78"
"1018","1553151_at","A0A024R991"
"1019","1553151_at","Q8N8Y2"
"1020","1553153_at","A0A024R991"
"1021","1553153_at","Q8N8Y2"
"1022","1553155_x_at","A0A024R991"
"1023","1553155_x_at","Q8N8Y2"
"1024","1553156_at","A0A0S2Z5S4"
"1025","1553156_at","Q969G2"
"1026","1553157_at","A0A0S2Z5S4"
"1027","1553157_at","Q969G2"
"1028","1553158_at","Q96LK0"
"1029","1553159_at","H9NAJ7"
"1030","1553159_at","H9NAJ8"
"1031","1553159_at","Q96DT5"
"1032","1553159_at","Q96NT7"
"1033","1553162_x_at","Q2NL68"
"1034","1553163_at","Q8NDY3"
"1035","1553165_at","Q9UMZ2"
"1036","1553166_at","Q86UP0"
"1037","1553167_a_at","Q9HD40"
"1038","1553167_a_at","A1A4F3"
"1039","1553168_at","Q16478"
"1040","1553169_at","Q8WUT4"
"1041","1553171_x_at","Q8WUT4"
"1042","1553172_at","Q9ULD5"
"1043","1553174_at","Q86VZ3"
"1044","1553174_at","Q9BR39"
"1045","1553175_s_at","O76074"
"1046","1553175_s_at","G5E9C5"
"1047","1553176_at","O14796"
"1048","1553177_at","O14796"
"1049","1553178_a_at","P32745"
"1050","1553179_at","A0A1X7SBR9"
"1051","1553179_at","Q8TE59"
"1052","1553180_at","A0A1X7SBR9"
"1053","1553180_at","Q8TE59"
"1054","1553181_at","Q9H8H2"
"1055","1553183_at","Q5DID0"
"1056","1553185_at","Q8IZ41"
"1057","1553186_x_at","Q8IZ41"
"1058","1553188_s_at","Q8TEW8"
"1059","1553190_s_at","Q8TEW8"
"1060","1553191_at","B4DSS9"
"1061","1553191_at","Q03001"
"1062","1553191_at","Q6P0N6"
"1063","1553191_at","B4DGY0"
"1064","1553191_at","F6QMI7"
"1065","1553191_at","E9PHM6"
"1066","1553191_at","F8W9J4"
"1067","1553192_at","Q8N8Z8"
"1068","1553193_at","Q8N8Z8"
"1069","1553194_at","Q7Z3B1"
"1070","1553196_a_at","Q96P31"
"1071","1553197_at","Q8NA75"
"1072","1553199_at","Q8NA75"
"1073","1553202_at","Q6ZVD7"
"1074","1553204_at",NA
"1075","1553205_at",NA
"1076","1553207_at","Q6PCE2"
"1077","1553207_at","Q8N8L6"
"1078","1553208_s_at","Q6PCE2"
"1079","1553208_s_at","Q8N8L6"
"1080","1553209_at","Q96EX2"
"1081","1553211_at","Q8N957"
"1082","1553211_at","H3BM45"
"1083","1553212_at","Q8N1N4"
"1084","1553213_a_at","Q8N1N4"
"1085","1553214_a_at","Q96M83"
"1086","1553215_s_at","Q96M83"
"1087","1553216_at","P51814"
"1088","1553216_at","A0A024R1C4"
"1089","1553217_s_at","P51814"
"1090","1553217_s_at","A0A024R1C4"
"1091","1553218_a_at","Q96ME7"
"1092","1553218_a_at","B4DES6"
"1093","1553218_a_at","B7Z9P6"
"1094","1553219_a_at","A0A0S2Z4V0"
"1095","1553219_a_at","Q9Y4X0"
"1096","1553219_a_at","A0A0S2Z4X0"
"1097","1553220_at","Q6P1L5"
"1098","1553220_at","Q7Z3M2"
"1099","1553221_at","Q96ND8"
"1100","1553222_at","Q8TDS5"
"1101","1553224_at","Q86V48"
"1102","1553224_at","Q05DE3"
"1103","1553225_s_at","P51815"
"1104","1553225_s_at","Q86TD5"
"1105","1553226_at",NA
"1106","1553227_s_at","Q9NSI6"
"1107","1553228_at","Q8N998"
"1108","1553229_at","Q7Z3I7"
"1109","1553232_at","Q96LZ7"
"1110","1553232_at","A0A0C4DFM4"
"1111","1553234_at","Q2VYF7"
"1112","1553234_at","Q6ZN25"
"1113","1553234_at","Q8TE60"
"1114","1553235_at","Q9H158"
"1115","1553235_at","B2RNA7"
"1116","1553237_x_at","Q9H158"
"1117","1553237_x_at","B2RNA7"
"1118","1553238_a_at","A0A140VJL1"
"1119","1553238_a_at","Q8NE63"
"1120","1553239_at","Q86V42"
"1121","1553241_at",NA
"1122","1553243_at","G5E9D8"
"1123","1553243_at","Q86UX2"
"1124","1553243_at","Q96JW9"
"1125","1553243_at","C9J2H1"
"1126","1553243_at","A0A096LP62"
"1127","1553244_at","A0A024RBW1"
"1128","1553244_at","Q8NB91"
"1129","1553246_a_at","Q9H5K3"
"1130","1553247_a_at","Q8N972"
"1131","1553248_at","Q2TAC2"
"1132","1553249_at","Q8NDV3"
"1133","1553252_a_at","Q6RI45"
"1134","1553253_at","Q96NS5"
"1135","1553254_at","Q8TD90"
"1136","1553255_at","B6SEH8"
"1137","1553255_at","M9QQA5"
"1138","1553257_at","Q96A11"
"1139","1553258_at",NA
"1140","1553260_s_at","Q53TS8"
"1141","1553260_s_at","A0A140VJE2"
"1142","1553261_x_at","Q53TS8"
"1143","1553261_x_at","A0A140VJE2"
"1144","1553262_a_at","Q9UKP6"
"1145","1553263_at","B4DL95"
"1146","1553263_at","Q495M9"
"1147","1553264_a_at","P17600"
"1148","1553265_at","B7Z508"
"1149","1553265_at","Q6PIS1"
"1150","1553266_at","B4E0K8"
"1151","1553266_at","Q96LI5"
"1152","1553267_a_at","B4E0K8"
"1153","1553267_a_at","Q96LI5"
"1154","1553268_at","P58872"
"1155","1553269_at","A8WFQ3"
"1156","1553269_at","Q3SXZ3"
"1157","1553269_at","Q658L4"
"1158","1553269_at","A0A075B7G5"
"1159","1553271_at","Q7Z3H2"
"1160","1553271_at","Q96IB4"
"1161","1553271_at","Q9P265"
"1162","1553272_at","Q7Z2H8"
"1163","1553274_a_at","Q6IEG0"
"1164","1553275_s_at",NA
"1165","1553276_at","Q96MR9"
"1166","1553277_at","Q86VV8"
"1167","1553279_at","Q6UXG8"
"1168","1553279_at","Q8N324"
"1169","1553280_at","Q3MIT2"
"1170","1553280_at","A8K6R4"
"1171","1553281_at","Q0VAA5"
"1172","1553282_at",NA
"1173","1553284_s_at","B4DR62"
"1174","1553284_s_at","Q96KR4"
"1175","1553285_s_at","A0A024RBN9"
"1176","1553285_s_at","Q6WBX8"
"1177","1553285_s_at","A0A024RBJ5"
"1178","1553285_s_at","B4DX60"
"1179","1553285_s_at","B4DYM6"
"1180","1553285_s_at","J3KPN7"
"1181","1553286_at","Q8NEP9"
"1182","1553288_a_at","Q6ZVC0"
"1183","1553292_s_at","L7N484"
"1184","1553293_at","Q96LB0"
"1185","1553295_at","A0A0A0MT16"
"1186","1553295_at","Q86UQ4"
"1187","1553296_at","B7Z303"
"1188","1553296_at","E9PHI0"
"1189","1553296_at","Q6ZMH4"
"1190","1553296_at","Q96K78"
"1191","1553297_a_at","Q99062"
"1192","1553298_at","Q96MU5"
"1193","1553299_at",NA
"1194","1553300_a_at","A8K0I1"
"1195","1553300_a_at","Q86XP1"
"1196","1553300_a_at","B4DYW1"
"1197","1553301_a_at","Q6ZP80"
"1198","1553303_at","Q6P387"
"1199","1553304_at","Q9BX40"
"1200","1553306_at","A0A024R3Z8"
"1201","1553306_at","Q14790"
"1202","1553310_at","B2RWP8"
"1203","1553310_at","Q6P1J6"
"1204","1553311_at","Q8N268"
"1205","1553313_s_at",NA
"1206","1553314_a_at","Q2TAC6"
"1207","1553315_at","A0A140VJU6"
"1208","1553315_at","Q499Z3"
"1209","1553316_at","Q96P67"
"1210","1553317_s_at","Q96P67"
"1211","1553318_at","A0A024R9X7"
"1212","1553318_at","Q8N443"
"1213","1553319_at","B2R986"
"1214","1553319_at","Q96P68"
"1215","1553320_s_at",NA
"1216","1553321_a_at","O75897"
"1217","1553321_a_at","Q6PD90"
"1218","1553322_s_at","P28347"
"1219","1553322_s_at","Q59EF3"
"1220","1553323_a_at","Q96P56"
"1221","1553323_a_at","F8W9H2"
"1222","1553325_at","Q8N7G0"
"1223","1553326_at","Q8WXD0"
"1224","1553327_a_at","Q8N7W2"
"1225","1553328_a_at","Q05940"
"1226","1553329_at","A4D1L0"
"1227","1553329_at","Q8WWF3"
"1228","1553330_at","A4D1L0"
"1229","1553330_at","Q8WWF3"
"1230","1553333_at","Q8N8X9"
"1231","1553335_x_at",NA
"1232","1553336_a_at","Q7Z3K6"
"1233","1553338_at","Q6IQ49"
"1234","1553340_s_at","Q96KT7"
"1235","1553340_s_at","Q8N808"
"1236","1553340_s_at","P0C7Q5"
"1237","1553341_at","Q96N76"
"1238","1553344_at","A2A3D8"
"1239","1553344_at","A2A3E7"
"1240","1553344_at","E7EM53"
"1241","1553344_at","A2A3E6"
"1242","1553344_at","E7EMG0"
"1243","1553344_at","A0A087WZN9"
"1244","1553344_at","A0A087WTR6"
"1245","1553344_at","A0A087X1T6"
"1246","1553344_at","A9Z1W1"
"1247","1553344_at","A2A3E8"
"1248","1553344_at","Q96QU1"
"1249","1553346_a_at","Q8NDV7"
"1250","1553347_s_at","P17658"
"1251","1553348_a_at","Q12986"
"1252","1553349_at","Q68CP9"
"1253","1553350_at","Q8N944"
"1254","1553351_at","Q8TE49"
"1255","1553352_x_at","D0EYG5"
"1256","1553352_x_at","Q9UQF0"
"1257","1553354_a_at",NA
"1258","1553355_at",NA
"1259","1553356_at",NA
"1260","1553357_at",NA
"1261","1553359_at","B4DH63"
"1262","1553359_at","A0A024R857"
"1263","1553359_at","Q96D16"
"1264","1553361_x_at","B4DH63"
"1265","1553361_x_at","A0A024R857"
"1266","1553361_x_at","Q96D16"
"1267","1553362_at","Q9C0G6"
"1268","1553363_at",NA
"1269","1553364_at","Q8N8W4"
"1270","1553364_at","B8XXQ3"
"1271","1553365_at","Q8N2C3"
"1272","1553365_at","A0A024RBI9"
"1273","1553366_s_at","Q86SG2"
"1274","1553366_s_at","Q53RE8"
"1275","1553367_a_at","Q6YFQ2"
"1276","1553369_at","Q86XR2"
"1277","1553369_at","B4DT44"
"1278","1553369_at","Q8N894"
"1279","1553369_at","M0QZV9"
"1280","1553371_at","Q4G0R4"
"1281","1553371_at","Q5JZY3"
"1282","1553371_at","Q8N289"
"1283","1553372_at",NA
"1284","1553373_at","B1ANS9"
"1285","1553374_at",NA
"1286","1553375_at","Q96Q07"
"1287","1553376_a_at","Q5T1B0"
"1288","1553378_a_at","A2RTY3"
"1289","1553380_at","Q460N3"
"1290","1553380_at","C9J7L3"
"1291","1553380_at","B7ZL48"
"1292","1553383_at","A6NI28"
"1293","1553385_at",NA
"1294","1553386_at","Q71RE4"
"1295","1553386_at","Q8NA29"
"1296","1553386_at","E7EPI8"
"1297","1553386_at","B4DNN7"
"1298","1553387_at","A0A024R3C7"
"1299","1553387_at","Q13315"
"1300","1553388_at","Q5JW98"
"1301","1553389_at","Q7Z494"
"1302","1553390_at","Q674R7"
"1303","1553391_at","B7ZLS7"
"1304","1553391_at","Q96LI9"
"1305","1553392_at","Q8N7B9"
"1306","1553394_a_at","Q92481"
"1307","1553395_a_at","Q8TD46"
"1308","1553396_a_at","Q8IYE1"
"1309","1553396_a_at","Q96LI1"
"1310","1553397_at","Q8IYE1"
"1311","1553397_at","Q96LI1"
"1312","1553398_at",NA
"1313","1553399_a_at",NA
"1314","1553400_a_at",NA
"1315","1553401_at","Q96LB2"
"1316","1553401_at","W8W3P5"
"1317","1553402_a_at","Q30201"
"1318","1553402_a_at","B4DV50"
"1319","1553402_a_at","F8W7W8"
"1320","1553403_at","B2RU28"
"1321","1553403_at","K7ENX1"
"1322","1553403_at","Q8WXF3"
"1323","1553405_a_at","A0A0U1RQY1"
"1324","1553405_a_at","Q59FF8"
"1325","1553405_a_at","Q96PZ7"
"1326","1553407_at","Q6ZSD7"
"1327","1553407_at","Q9UPN3"
"1328","1553409_at","P59510"
"1329","1553410_a_at","Q96J65"
"1330","1553411_s_at","A9JR48"
"1331","1553411_s_at","Q9BXA9"
"1332","1553412_at","Q5VU57"
"1333","1553413_at",NA
"1334","1553415_at","Q8NDX2"
"1335","1553417_at","Q8N8P7"
"1336","1553418_a_at","Q8WYK1"
"1337","1553420_at",NA
"1338","1553422_s_at","Q59HD3"
"1339","1553422_s_at","Q9NWB1"
"1340","1553422_s_at","B7Z1U7"
"1341","1553422_s_at","X5DNY3"
"1342","1553422_s_at","X5D7T5"
"1343","1553422_s_at","X5DP44"
"1344","1553423_a_at","Q68D06"
"1345","1553423_a_at","B3KV92"
"1346","1553424_at","Q86WS4"
"1347","1553425_at","Q96MR6"
"1348","1553425_at","A0A087WVY5"
"1349","1553426_at","Q2M2E5"
"1350","1553427_at","Q8TE58"
"1351","1553428_at",NA
"1352","1553429_at",NA
"1353","1553430_a_at","Q8WWZ3"
"1354","1553432_s_at","Q05BM7"
"1355","1553432_s_at","Q7RTW8"
"1356","1553433_at","Q6TFL3"
"1357","1553434_at",NA
"1358","1553435_at",NA
"1359","1553436_at","Q7Z5P9"
"1360","1553437_at","Q5VTJ3"
"1361","1553438_at",NA
"1362","1553439_at",NA
"1363","1553440_at",NA
"1364","1553441_at","A0A087WTA1"
"1365","1553441_at","Q86YZ8"
"1366","1553441_at","Q9C0A0"
"1367","1553442_a_at","A0A087WTA1"
"1368","1553442_a_at","Q86YZ8"
"1369","1553442_a_at","Q9C0A0"
"1370","1553443_at",NA
"1371","1553444_a_at","B7ZLG7"
"1372","1553444_a_at","G8JLG8"
"1373","1553446_at",NA
"1374","1553447_at","A0A1C7CYX3"
"1375","1553448_at",NA
"1376","1553449_at",NA
"1377","1553450_s_at",NA
"1378","1553451_at","Q8NA31"
"1379","1553452_at","B4DNW6"
"1380","1553453_at","A6NK59"
"1381","1553454_at","Q6XPR3"
"1382","1553456_at",NA
"1383","1553457_at",NA
"1384","1553458_at","Q8IW00"
"1385","1553459_at","Q8NCX0"
"1386","1553459_at","B8ZZI4"
"1387","1553459_at","B4DZ03"
"1388","1553460_at","Q8N801"
"1389","1553461_at","A0A024RBV3"
"1390","1553461_at","Q8IZU0"
"1391","1553462_at",NA
"1392","1553464_at",NA
"1393","1553465_a_at","Q6NT32"
"1394","1553465_a_at","V9HWK3"
"1395","1553466_at","A0A140T8X2"
"1396","1553466_at","Q6ZTR5"
"1397","1553467_at",NA
"1398","1553468_at","Q4G0P3"
"1399","1553470_at",NA
"1400","1553471_at","Q8N808"
"1401","1553472_at",NA
"1402","1553474_at","Q86YR6"
"1403","1553475_at",NA
"1404","1553478_at",NA
"1405","1553479_at","Q8NBT3"
"1406","1553482_at","Q32M92"
"1407","1553483_at","Q3SY00"
"1408","1553484_at",NA
"1409","1553485_at","Q96MF4"
"1410","1553486_a_at","Q8N4C9"
"1411","1553488_at","Q96M29"
"1412","1553489_a_at","Q96M29"
"1413","1553491_at","E9PB13"
"1414","1553491_at","Q6VAB6"
"1415","1553492_a_at","A0A087WXV5"
"1416","1553492_a_at","P15863"
"1417","1553493_a_at",NA
"1418","1553494_at",NA
"1419","1553497_at",NA
"1420","1553498_at",NA
"1421","1553499_s_at","Q86WD7"
"1422","1553500_at",NA
"1423","1553502_a_at","Q8IXS6"
"1424","1553502_a_at","Q9Y2D5"
"1425","1553504_at","Q96LA9"
"1426","1553505_at","A8K2U0"
"1427","1553505_at","B3KVV6"
"1428","1553506_at","Q8IVL8"
"1429","1553507_a_at","P46095"
"1430","1553507_a_at","F1DAM6"
"1431","1553508_at","A0A024RAF8"
"1432","1553508_at","Q8NDY4"
"1433","1553510_s_at","Q92600"
"1434","1553510_s_at","D5MQE1"
"1435","1553511_at","Q8N144"
"1436","1553512_at","P31275"
"1437","1553513_at","B2RBK8"
"1438","1553513_at","Q9NY84"
"1439","1553514_a_at","B2RBK8"
"1440","1553514_a_at","Q9NY84"
"1441","1553515_at","Q8WXC6"
"1442","1553517_at","Q96RJ6"
"1443","1553518_at",NA
"1444","1553519_at",NA
"1445","1553521_at","Q8WTQ1"
"1446","1553523_at","Q86W24"
"1447","1553524_at","Q9Y6T7"
"1448","1553525_at","A0A0C4DGQ4"
"1449","1553525_at","Q86W25"
"1450","1553526_at","Q86W28"
"1451","1553527_at","Q7RTR0"
"1452","1553528_a_at","Q15542"
"1453","1553529_at","Q8TE23"
"1454","1553530_a_at","P05556"
"1455","1553531_at","A2RQD9"
"1456","1553531_at","P29122"
"1457","1553531_at","Q59H04"
"1458","1553531_at","H7BXT3"
"1459","1553532_a_at","Q504V9"
"1460","1553532_a_at","Q9BYN7"
"1461","1553533_at","Q7Z682"
"1462","1553533_at","Q9HDC5"
"1463","1553533_at","Q86VR1"
"1464","1553534_at","Q86W26"
"1465","1553535_a_at","A0A024R1U0"
"1466","1553535_a_at","P46060"
"1467","1553535_a_at","Q9BSK3"
"1468","1553536_at","Q5VZF2"
"1469","1553536_at","A2A3S3"
"1470","1553537_at","Q86Y46"
"1471","1553538_s_at","P00395"
"1472","1553538_s_at","U5YWV7"
"1473","1553539_at","Q7RTS7"
"1474","1553540_a_at","Q14542"
"1475","1553540_a_at","G5E943"
"1476","1553540_a_at","Q96FB2"
"1477","1553541_at","Q8TE12"
"1478","1553542_at","B4DSR1"
"1479","1553542_at","Q2HJ12"
"1480","1553542_at","Q86Z20"
"1481","1553544_at","Q96P66"
"1482","1553545_at","Q86SU0"
"1483","1553546_at",NA
"1484","1553547_at","A0A087X0H9"
"1485","1553547_at","Q5T8P6"
"1486","1553549_at","Q8NFZ6"
"1487","1553550_at","Q7Z5H4"
"1488","1553551_s_at","P03891"
"1489","1553551_s_at","Q7GXY9"
"1490","1553552_at","Q969N4"
"1491","1553553_at","P59534"
"1492","1553555_at","P59533"
"1493","1553556_at","P59535"
"1494","1553558_at","P59536"
"1495","1553559_at","Q8WVE6"
"1496","1553560_at","Q7Z5H5"
"1497","1553561_at","P59544"
"1498","1553562_at","P10966"
"1499","1553562_at","Q53QL8"
"1500","1553564_at","A1Z1Q3"
"1501","1553565_s_at","B4E3V1"
"1502","1553565_s_at","O94760"
"1503","1553565_s_at","B4DYP1"
"1504","1553565_s_at","B1AKK2"
"1505","1553565_s_at","B4DGT0"
"1506","1553566_at","Q8IYJ0"
"1507","1553567_s_at","P00846"
"1508","1553567_s_at","Q0ZFE3"
"1509","1553568_a_at","P22492"
"1510","1553569_at","P00403"
"1511","1553569_at","U5Z487"
"1512","1553570_x_at","P00403"
"1513","1553570_x_at","U5Z487"
"1514","1553572_a_at","A0A1K0FUB6"
"1515","1553572_a_at","Q8WWM9"
"1516","1553573_s_at","O43921"
"1517","1553574_at","Q86WN2"
"1518","1553575_at","P03923"
"1519","1553575_at","U5Z977"
"1520","1553579_a_at","Q08648"
"1521","1553579_a_at","A0A0A0MRG4"
"1522","1553579_a_at","Q6PDA7"
"1523","1553579_a_at","A0A0A0MR37"
"1524","1553579_a_at","C9IZU7"
"1525","1553579_a_at","C9JP82"
"1526","1553581_s_at","Q8N9Q2"
"1527","1553582_a_at","Q08648"
"1528","1553582_a_at","A0A0A0MRG4"
"1529","1553582_a_at","Q6PDA7"
"1530","1553582_a_at","A0A0A0MR37"
"1531","1553582_a_at","C9IZU7"
"1532","1553582_a_at","C9JP82"
"1533","1553583_a_at","Q92748"
"1534","1553584_at","Q9H7Y0"
"1535","1553584_at","Q8WZ11"
"1536","1553585_a_at","P43359"
"1537","1553586_at",NA
"1538","1553587_a_at","Q9NR33"
"1539","1553588_at","P03897"
"1540","1553588_at","Q7GXZ5"
"1541","1553588_at","Q96B97"
"1542","1553588_at","Q5JPT6"
"1543","1553588_at","B7Z6E8"
"1544","1553589_a_at","Q13113"
"1545","1553590_at",NA
"1546","1553591_at",NA
