Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
P49840	109186
P49841	109187
P06396	109189
P15170	109190
P00390	109191
P48637	109192
P08263	109193
P09210	109194
Q16772	109195
O15217	109196
P09488	109199
P28161	109201
P21266	109202
Q03013	109203
P46439	109204
P09211	109205
P30711	109207
O43708	109209
P52701	109211
P52655	109212
P52657	109213
Q00403	109214
P29083	109215
P29084	109216
P35269	109217
P13984	109218
P32780	109220
Q13889	109222
Q92759	109223
P78347	109224
Q92664	109226
Q92994	109227
Q12789	109230
Q8WUA4	109231
P33402	109232
P43080	109233
Q02747	109235
Q02108	109237
Q02153	109238
P25092	109239
P51841	109241
Q16774	109242
P08236	109245
P46976	109247
P02724	109248
P06028	109249
P04921	109250
P13807	109252
P54840	109253
P20718	109254
Q02846	109255
P12544	109256
P10144	109257
P49863	109258
P51124	109259
P07305	109260
P16403	109261
P16402	109262
P10412	109263
P16401	109264
P22492	109265
P20671	109267
P16104	109268
P0C0S5	109269
P58876	109270
P33778	109271
P84243	109272,109273
Q02539	109275
Q14520	109276
Q99714	109278
Q16775	109279
P40939	109280
P55084	109282
Q16836	109283
P42357	109284
P12081	109285
Q92839	109286
Q92819	109287
O00219	109288
P69905	109289,109290
Q6B0K9	109292
P68871	109293
P02042	109295
P02100	109296
P69891	109297
P69892	109298
P09105	109299
P02008	109300
P53701	109302
P05546	109303
P51610	109304
P08631	109305
P14317	109309
O43613	109311
P42858	109314
Q13547	109315
Q92769	109316
P19113	109317
P51858	109318
Q00341	109319
Q9NRZ9	109320
P55160	109321
P06865	109322
P07686	109323
P08603	109324
Q30201	109325
Q03591	109326
P36980	109328
Q93099	109329
P14210	109330
Q04756	109331
Q02297	109332
Q03014	109335
Q14526	109337
Q16665	109338
O00291	109339
P61086	109340
P49773	109341
P15822	109343
P31629	109344
P19367	109345
P52789	109346
P52790	109348
P10074	109349
P04439	109350
P01889	109351
P10321	109352
P28068	109354
P50219	109355
P06340	109356
P13765	109357
P20036	109358
P04440	109360
P01909	109362
P01920	109364
P05538	109365
P01903	109367
P01911	109368
P79483	109370
P13762	109371
Q30154	109372
Q16534	109376
P13747	109378
P30511	109379
P17693	109380
Q95460	109385
P50747	109386
Q14774	109387
P08397	109388
P09429	109389
P26583	109391
O15347	109392
P05114	109393
P05204	109394
P35914	109398
P04035	109399
Q01581	109400
P54868	109401
P17096	109402
O75330	109404
P09601	109405
P30519	109406
P22736	109407
P55317	109411
Q9Y261	109412
P55318	109413
P41235	109414
Q14541	109416
Q9UBC0	109417
P50135	109418
Q14542	109419
P09651	109420
P22626	109422
Q99729	109423
P07910	109424
Q14103	109425
P52597	109426
P31943	109428
P55795	109429
P31942	109430
P61978	109431
P14866	109432
Q00839	109433
P31314	109435
O43763	109436
P49639	109438
O43364	109439
O43365	109440
P20719	109442
P31268	109444
P31269	109445
P31260	109446
P31270	109447
P84074	109448
P31271	109449
P14653	109451
P14652	109452
P14651	109453
P17483	109454
P09067	109455
P17509	109456
P09629	109457
P17481	109458
P17482	109459
P09017	109461
P09630	109463
P31273	109464
P31274	109465
Q9NYD6	109466
O43248	109467
P31276	109469
Q9GZZ0	109471
P31249	109472
P09016	109473
P13378	109474
P28356	109475
P28358	109476
P31277	109477
P35452	109478
P35453	109479
P00738	109480
P37235	109481
P32754	109482
P15428	109485
P05981	109486
P00739	109487
P00492	109488
Q92902	109494
P02790	109500
P01112	109501
Q7Z444	109502
P52594	109503
O95081	109504
P35367	109505
P23327	109506
P04196	109509
P55345	109511
Q99873	109512
Q14469	109514
O75506	109515
P14060	109516
P26439	109517
P28845	109523
P80365	109524
P14061	109525
P37058	109526
P37059	109527
P51659	109528
Q00613	109530
Q03933	109531
Q9ULV5	109532
P25686	109533
P31689	109534
P34931	109537
P54652	109538
P34932	109540
P11021	109541
P17066	109542
P11142	109544
P38646	109545
P04792	109547
Q16082	109548
P07900	109552
O75054	109553
P08238	109558
P10809	109561
P61604	109568
P25685	109569
Q9NNZ3	109570
P98160	109571
P52848	109572
P32314	109576
P15515	109578
P15516	109579
P08908	109582
P28222	109583
P28221	109584
P28566	109586
P28223	109588
P41595	109589
P28335	109590
P46098	109591
P50406	109594
P34969	109595
O60921	109596
P24821	109602
Q12794	109603
P10997	109604
P41252	109605
Q05084	109609
P05362	109610
P13598	109611
P32942	109612
Q14773	109613
Q02556	109621
Q14197	109622
P41134	109623
Q02363	109624
Q02535	109625
P47928	109626
P14735	109642
O75874	109643
P48735	109644
P50213	109645
O43837	109646
P51553	109647
Q13907	109648
P22304	109649
P35475	109651
P05156	109652
Q16666	109654
P40305	109655
P80217	109656
Q9HB58	109657
P09913	109658
P09914	109659
O14879	109660
P01563	109663
P05014	109664
P01569	109665
P05013	109666
P01567	109667
P32881	109668
P01566	109669
P01562	109662,109670
P01570	109671
P05015	109672
P01571	109673
P01568	109674
P17181	109676
P48551	109677
P01574	109678
P01579	109680
P15260	109681
P38484	109682
P05000	109689
O00458	109697
P78318	109698
P05019	109700
P08069	109701
P01344	109702
P11717	109703
P35858	109704
P08833	109705
P18065	109706
P17936	109707
P22692	109708
P24593	109709
P24592	109710
Q16270	109711
O00622	109712
P38935	109728
P01591	109732
Q06330	109736
P15814	109759
Q8N6C5	109763
Q14623	109765
Q13123	109766
O14920	109767
P01583	109768
P01584	109769
P14778	109770
Q9NPH3	109771
P18510	109772
P60568	109773
P01589	109774
P14784	109775
P31785	109776
P08700	109777
P26951	109778
P05112	109779
P24394	109780
P05113	109781
Q01344	109782
P05231	109783
P08887	109784
P40189	109786
P13232	109788
P16871	109789
P10145	109790
P25024	109791
P15248	109792
P25025	109793
Q01113	109795
P22301	109800
Q13651	109801
Q08334	109802
P20809	109803
P29459	109806
P29460	109807
P42701	109808
Q99665	109809
P78552	109811
Q14627	109812
P40933	109813
Q13261	109814
Q14005	109816
Q07011	109817
Q16552	109818
Q14116	109819
Q01167	109820
Q12905	109821
Q12906	109822
Q13418	109824
P29218	109825
O14732	109826
P20839	109827
P12268	109828
Q17R60	109830
Q9NQS7	109831
P14902	109832
Q9UK53	109833
Q9H160	109834
P05111	109835
P08476	109836
P09529	109837
P02778	109839
P49441	109840
P01308	109842
Q96PE3	109843
Q14642	109844
P32019	109845
Q92835	109847
O15357	109848
O15503	109850
P51460	109851
Q01101	109853
P06213	109854
P14616	109856
P60228	109857
P52945	109860
Q9Y573	109861
P51617	109863
P23229	109864
O43187	109865
P48200	109866
P10914	109867
P14316	109868
Q14653	109869
Q15306	109870
Q13568	109871
O14896	109872
Q92985	109873
P35568	109874
Q96AZ6	109876
P61371	109877
O14498	109878
P56199	109879
P17301	109880
P08514	109881
P26006	109882
P13612	109883
P08648	109884
Q13683	109885
Q13797	109886
Q13349	109887
P38570	109888
P20701	109889
P11215	109890
P06756	109891
P20702	109893
P05556	109894
P05107	109895
P05106	109896
P16144	109897
P56537	109898
P18084	109899
P18564	109900
P26010	109901
P26012	109902
P19827	109903
P19823	109904
Q06033	109905
Q14624	109906
Q08881	109907
P46977	109908
Q9BY32	109909
Q13572	109910
P23677	109911
P27987	109912
Q14643	109913
Q14571	109914
Q14573	109915
P26440	109916
P07476	109917
Q9Y219	109918
P23458	109919
O60674	109920
P52333	109921
Q92833	109923
P05412	109928
P17275	109929
P17535	109930
P14923	109931
P23352	109933
P27701	109935
Q15046	109938
Q09470	109939
P16389	109940
P22001	109941
P22459	109942
P22460	109943
P17658	109944
Q16322	109946
Q14721	109947
P48547	109948
Q96PR1	109949
Q14003	109950
Q03721	109951
Q9NZV8	109953
Q9UK17	109954
P15382	109955
Q9H3M0	109956
Q9UIX4	109957
O95259	109958
Q12809	109959
P48048	109960
P63252	109961
P48549	109962
P48050	109963
P48544	109964
P48051	109965
Q15842	109966
Q92806	109967
P78508	109968
Q14654	109969
Q14500	109970
Q99712	109974
Q9NPI9	109975
O00180	109976
O14649	109978
Q12791	109979
Q16558	109980
Q9H2S1	109982
Q9UGI6	109983
O15554	109984
P51787	109985
O43526	109986
O43525	109987
Q9ULS6	109989
Q9BQ31	109991
P35968	109992
P23276	109993
P50053	109996
O00139	109997
O14782	109998
Q12840	109999
P33176	110000
O60282	110001
Q9BVG8	110002
P43626	110003
P43627	110004
P43628	110005
Q99706	110006
Q14954	110007
Q8N109	110007
P43631	110005,110008
P43629	110012
P43630	110013
Q15726	110014
P10721	110015
P06870	110016
P20151	110017
P03952	110018
P26715	110020
P26717	110021
Q07444	110022
Q13241	110023
P01042	110026
Q07866	110029
P52732	110030
Q9BW19	110031
Q14807	110033
P52294	110034
Q14974	110035
P52292	110036
O00505	110037
O00629	110038
O15131	110039
Q92973	110040
O00410	110041
P01116	110043
P26371	110044
P04264	110046
P35908	110047
P12035	110048
P13647	110050
P02538	110051
P04259	110052
P08729	110053
P05787	110054
P35527	110055
P13645	110056
Q99456	110057
P13646	110058
P02533	110059
P19012	110064
P08779	110066
Q04695	110070
P05783	110073
P08727	110078
Q15323	110079
Q14532	110080
O76009	110081
Q14525	110082
O76011	110083
Q92764	110084
Q14533	110085
Q9NSB4	110086
P78385	110087
Q9NSB2	110088
P78386	110089
O43790	110090
Q86UP2	110092
P32004	110094
O00515	110095
P51826	110096
Q6GTX8	110098
Q6ISS4	110099
P00709	110101
P24043	110102
Q16787	110103
Q16363	110104
O15230	110105
P07942	110106
P55268	110107
Q13751	110108
P11047	110109
P11279	110110
Q13753	110112
P13473	110114
P08865	110115
P16949	110119
Q14847	110120
P18428	110121
Q14739	110122
P04180	110123
P06239	110124
P31025	110125
P80188	110126
P13796	110128
Q13094	110129
P09848	110130
P00338	110131
P07195	110137
P07864	110140
P01130	110141
P41159	110143
P48357	110144
O95202	110145
Q8NES3	110146
P09382	110147
P05162	110148
P17931	110149
Q08380	110150
P56470	110151
O00214	110155
O00182	110156
P22888	110161
P48742	110163
P15018	110164
P42702	110165
P18858	110166
P49916	110168
P49917	110169
P55344	110170
O14639	110171
P53667	110172
P53671	110173
P48059	110175
P38571	110176
P11150	110178
Q05469	110179
O60427	110180
Q6P1M3	110181
Q9Y5Q0	110182
Q15334	110183
P49257	110185
P02545	110186
P20700	110187
P25800	110190
P25791	110191
O43900	110192
Q8WWI1	110193
Q8TE12	110194
O60663	110195
Q9UIQ6	110196
O00534	110197
P23490	110198
P28300	110199
Q08397	110200
Q9Y4K0	110201
P06858	110205
P22079	110207
Q93052	110208
Q12912	110213
O75427	110214
Q07954	110215
P98164	110216
O75074	110217
O75096	110218
O75581	110219
O75197	110220
P30533	110221
Q13449	110223
P33241	110224
P48449	110225
P09960	110226
P01374	110227
Q06643	110228
Q14766	110230
Q9NS15	110232
P36941	110233
Q16873	110234
P02788	110235
P29376	110236
P50895	110237
P51884	110238
Q16553	110239
O94772	110240
Q9HBG7	110241
Q99467	110242
P12980	110244
P07948	110245
O60880	110246
P61626	110247
P09758	110248
P30408	110249
P16422	110250
P20645	110251
Q14444	110252
Q14596	110253
Q13394	110256
P29966	110257
Q05195	110259
Q13257	110260
Q15797	110261
Q15796	110262
P84022	110263
Q13485	110264
Q99717	110265
O43541	110266
O15105	110267
O15198	110268
O75444	110269
O15525	110272
P20916	110273
P43355	110274
P43357	110276
P43358	110277
P43360	110279
P43361	110281
P43363	110283
P43364	110284
P43365	110285
P43366	110286
O15479	110287
O15480	110288
O15481	110289
P61326	110290
P20794	110291
P21145	110292
P33908	110294
P49641	110295
Q9NTJ4	110296
Q16706	110297
O00754	110298
O00462	110299
P21397	110301
P27338	110302
P78559	110303
P46821	110304
P11137	110305
P27816	110306
Q96JE9	110307
P10636	110308
Q9P0L2	110309
P27448	110310
P56192	110311
P04201	110312
Q00266	110313
P31153	110314
P42679	110315
P21941	110316
O00339	110317
O15232	110318
P61244	110319
P56270	110320
P02144	110321
Q9UIS9	110322
P11226	110323
Q9NR56	110324
P02686	110325
Q01726	110327
Q01718	110328
P41968	110329
P32245	110330
P33032	110331
P43121	110332
P23508	110333
Q9GZX3	110334
P10911	110336
Q07820	110338
P49736	110339
P25205	110340
P33991	110341
P33992	110342
Q14566	110343
P33993	110344
P15529	110346
P49901	110350
O75078	110351
Q99750	110353
Q9UBS3	110354
P40925	110355
P40926	110356
P21741	110357
Q00987	110358
O15151	110359
P48163	110363
P23368	110364
Q16626	110365
P51608	110368
Q02078	110369
Q06413	110372
Q14814	110373
O15553	110374
O00470	110375
O14770	110376
Q13233	110378
Q99759	110379
Q9Y6R4	110380
Q99683	110381
P61006	110382
O00255	110384
P50221	110385
P50222	110386
Q16819	110387
Q16820	110388
Q5EB52	110390
P08581	110391
Q9UBP6	110392
P55081	110394
P55001	110395
P55082	110396
P55083	110397
Q08431	110398
P08582	110399
P26572	110401
O75556	110402
Q10469	110403
Q09327	110404
Q09328	110405
Q13296	110406
P21583	110410
P16455	110411
P08493	110412
P10620	110413
Q99735	110414
O14880	110415
P33076	110416
P14209	110420
Q29980	110424
O15344	110427
P14174	110428
Q07325	110429
P30301	110430
Q99797	110431
O75030	110432
P54252	110433
P46013	110434
Q9UL63	110435
P58340	110437
P40692	110438
P80192	110439
Q02779	110440
Q16584	110442
Q03164	110443
Q03111	110444
P51825	110445
P42568	110446
P55196	110447
P55198	110448
P98177	110449
P08235	110451
Q7Z4N2	110453
P08473	110455
P03956	110456
P08253	110457
P08254	110458
P09237	110459
P22894	110460
P14780	110461
P09238	110462
P39900	110464
P45452	110465
P50281	110466
P51511	110467
P51512	110468
Q9ULZ9	110469
Q02252	110472
Q10571	110473
P51948	110474
P41218	110475
Q99583	110478
Q13875	110479
Q9NZB8	110480
O96007	110481
O96033	110481
Q16653	110482
P00540	110483
Q9HCE1	110484
P41217	110486
P29372	110490
P34949	110491
P40238	110492
P05164	110493
Q00013	110494
Q14168	110495
Q13368	110496
P25325	110497
P39210	110498
P25189	110499
P22897	110500
P49959	110501
P33527	110503
O43795	110567
Q99966	110572
P43246	110573
P20585	110574
O15457	110575
O43196	110576
O43347	110577
P08118	110583
P26038	110584
P21757	110587
Q9UJ68	110588
P26927	110591
Q04912	110592
P28360	110593
P35548	110594
P04732	110599
P04733	110600
P13640	110601
P80294	110602
Q8N339	110605
P80297	110607
P02795	110608
P25713	110610
Q13126	110611
P00846	110612
P03928	110613
P00395	110615
P00403	110616
P00414	110617
P56278	110618
P00156	110619
Q14872	110620
P36639	110621
P11586	110622
P42898	110624
P46199	110625
Q13496	110630
P03886	110631
P03891	110632
P03897	110633
P03905	110634
P03901	110635
P03915	110636
P03923	110637
O00160	110638
P48039	110639
P49286	110640
P55157	110641
Q99707	110642
Q9UBK8	110645
Q13505	110667
P15941	110669
Q02817	110670
Q99102	110672
Q8TAX7	110676
O94972	110678
O15146	110679
P22033	110680
Q9UIF7	110681
P53602	110682
Q03426	110683
P20591	110684
P20592	110685
P50539	110686
P10242	110687
P10243	110688
Q00872	110689
P10244	110690
Q14324	110691
Q14896	110692
Q13203	110693
P01106	110694
P12524	110695
P04198	110698
Q99836	110700
O75293	110701
P13349	110702
P23409	110703
P12882	110704
Q9UKX2	110705
P11055	110706
Q9Y623	110707
P13533	110709
P12883	110710
P13535	110711
P35579	110712
P35580	110713
P35749	110714
P05976	110716
P10916	110717
P08590	110718
P12829	110719
Q02045	110720
P60660	110721
Q15746	110722
Q9UBC5	110724
O00159	110725
O94832	110726
Q12965	110727
Q9Y4I1	110728
Q9ULV0	110729
Q9UM54	110730
Q13402	110731
B2RTY4	110733
Q13459	110734
Q9HD67	110735
Q99972	110736
P15172	110737
P15173	110739
O14974	110742
O60237	110743
Q01538	110744
Q13506	110746
Q15742	110747
E9PAV3	110748
Q13765	110748
P17050	110749
P54802	110750
P52272	110751
Q13075	110752
P55209	110754
Q9ULW6	110755
Q99457	110756
Q99733	110757
O43776	110758
P49321	110759
P40199	110760
P53384	110762
O60934	110763
P13591	110764
O15394	110765
Q09161	110766
P19878	110768
Q15080	110769
P16333	110770
P19338	110771
Q99608	110772
Q00604	110773
O15239	110774
O43678	110775
O95167	110776
O00483	110777
Q16718	110778
P56556	110780
O95182	110781
P51970	110782
P20929	110783
Q16795	110784
O95299	110785
O14561	110786
O75438	110787
O95178	110788
O43676	110789
O95168	110790
O43674	110791
O95139	110792
P17568	110793
O95169	110794
Q9Y6M9	110795
O96000	110796
O43677	110797
O95298	110798
P28331	110799
O75306	110800
O75489	110801
P49821	110802
O43181	110803
O43920	110804
O75380	110805
O00217	110806
P19404	110807
P56181	110809
Q9Y295	110810
P46934	110811
Q15019	110812
P62906	110813
Q15843	110815
Q14511	110816
P07197	110818
P12036	110819
Q92832	110820
P07196	110822
Q96PY6	110825
P51955	110826
P51956	110827
Q99435	110828
Q92859	110830
Q99519	110831
Q9Y3R4	110832
Q13562	110833
Q15784	110834
Q92886	110835
P21359	110836
P35240	110844
O95644	110845
Q13469	110846
Q12857	110847
Q12968	110848
Q14934	110849
Q16621	110850
Q14494	110851
Q16236	110852
O00712	110853
P08651	110854
Q16649	110855
Q14938	110856
P19838	110857
Q00653	110858
P25963	110859
Q15653	110860
O00221	110861
Q9UBC1	110862
Q96HA7	110863
Q6P4R8	110864
Q12986	110865
P23511	110866
P25208	110867
Q13952	110868
P01138	110869
P08138	110870
Q02575	110872
Q02577	110873
P55769	110874
Q6T4R5	110875
P14543	110876
Q92982	110879
Q9NZG7	110880
Q86X76	110882
Q16617	110883
P30414	110885
O95096	110886
Q99801	110888
P78426	110889
Q16517	110890
P08949	110892
P28336	110893
P15531	110894
Q13232	110896
O00746	110897
P16083	110898
P30419	110899
P40261	110900
Q96S42	110901
P46087	110902
Q15233	110904
P29475	110905
P35228	110906
P29474	110909
Q9NZN8	110910
O75175	110911
O95628	110912
P46531	110913
P01303	110914
Q04721	110915
Q9UM47	110916
Q99466	110917
P48745	110918
P51513	110919
Q9UNW9	110920
P00491	110921
Q99742	110922
Q99743	110923
Q14207	110924
O15118	110925
O15259	110927
O60500	110928
P06748	110929
P01160	110938
P16860	110939
P23582	110940
P16066	110941
P20594	110942
P17342	110943
Q15818	110944
P47972	110945
P25929	110946
P49146	110947
Q15761	110949
P49281	110950
Q86VF7	110951
P01111	110952
Q92823	110953
O43847	110954
Q16656	110955
Q92686	110956
P54845	110957
Q99748	110958
P67809	110959
P46459	110960
P21589	110962
P20783	110963
P34130	110964
P78549	110968
P04629	110969
Q16620	110970
Q16288	110971
O00634	110972
Q01973	110973
Q01974	110974
Q16832	110975
P30990	110976
P30989	110977
Q02818	110978
P80303	110979
Q14980	110980
Q99567	110981
P52948	110982
P43354	110983
O15381	110985
P51810	110989
P00973	110992
P29728	110993
Q9Y6K5	110994
P04181	110996
Q3MII6	110997
P54368	111000
O95190	111001
Q04671	111002
Q16625	111004
P0CE71	111005
Q01968	111006
P11926	111007
Q14990	111009
Q5BJF6	111010
Q99983	111011
Q02218	111017
O15527	111018
P20774	111019
P78380	111021
P23515	111022
P47874	111023
O60313	111024
Q14982	111026
O00300	111028
O60890	111029
P41143	111030
P41145	111031
P41146	111032
P35372	111033
O95475	111034
P47893	111039
Q13415	111040
Q13416	111041
O43929	111042
O43913	111043
Q96BI1	111044
P02763	111046
P19652	111047
P22059	111048
P13725	111049
P00480	111050
P32242	111053
P32243	111055
Q12889	111056
O14753	111057
Q15070	111058
P55809	111059
P01178	111060
P51575	111062
P56373	111063
Q99571	111064
Q93086	111065
Q99572	111066
P47900	111067
P41231	111068
Q15077	111070
Q96G91	111071
P13674	111072
P07237	111073
Q9UQ80	111075
P30086	111076
Q9H361	111079
P09958	111082
P29122	111083
P09466	111084
P43034	111085
P68402	111086
Q15102	111087
Q06830	111089
P00439	111090
P05121	111091
P05120	111092
Q13153	111095
Q13177	111098
O75914	111099
O75781	111100
P19021	111101
Q06141	111103
Q13219	111104
O60260	111105
O95453	111107
Q96IZ0	111108
P15863	111109
Q02962	111110
P23760	111111
O43316	111112
Q02548	111113
P26367	111114
P23759	111115
Q13371	111116
P55771	111117
P40424	111120
P40425	111122
P40426	111123
P11498	111124
P61457	111125
Q15365	111126
Q15366	111127
P05165	111128
P05166	111129
Q08174	111130
Q9UN70	111131
O60245	111132
O95206	111133
Q9HC56	111134
P05154	111135
P35558	111136
Q16822	111137
Q15154	111139
P22061	111141
P12004	111142
O95613	111146
