Entry	Entry name	Gene names
O75155	CAND2_HUMAN	CAND2 KIAA0667 TIP120B
O75161	NPHP4_HUMAN	NPHP4 KIAA0673
O75164	KDM4A_HUMAN	KDM4A JHDM3A JMJD2 JMJD2A KIAA0677
O75165	DJC13_HUMAN	DNAJC13 KIAA0678 RME8
O75170	PP6R2_HUMAN	PPP6R2 KIAA0685 PP6R2 SAPS2
O75177	CREST_HUMAN	SS18L1 CREST KIAA0693
O75179	ANR17_HUMAN	ANKRD17 GTAR KIAA0697
O75190	DNJB6_HUMAN	DNAJB6 HSJ2 MRJ MSJ1
O75192	PX11A_HUMAN	PEX11A PEX11
O75197	LRP5_HUMAN	LRP5 LR3 LRP7
O75204	TM127_HUMAN	TMEM127
O75208	COQ9_HUMAN	COQ9 C16orf49 HSPC326 PSEC0129
O75223	GGCT_HUMAN	GGCT C7orf24 CRF21
O75293	GA45B_HUMAN	GADD45B MYD118
O75298	RTN2_HUMAN	RTN2 NSPL1
O75306	NDUS2_HUMAN	NDUFS2
O75312	ZPR1_HUMAN	ZPR1 ZNF259
O75319	DUS11_HUMAN	DUSP11 PIR1
O75323	NIPS2_HUMAN	NIPSNAP2 GBAS
O75330	HMMR_HUMAN	HMMR IHABP RHAMM
O75340	PDCD6_HUMAN	PDCD6 ALG2
O75347	TBCA_HUMAN	TBCA
O75348	VATG1_HUMAN	ATP6V1G1 ATP6G ATP6G1 ATP6J
O75351	VPS4B_HUMAN	VPS4B SKD1 VPS42 MIG1
O75354	ENTP6_HUMAN	ENTPD6 CD39L2 IL6ST2
O75362	ZN217_HUMAN	ZNF217 ZABC1
O75367	H2AY_HUMAN	MACROH2A1 H2AFY
O75369	FLNB_HUMAN	FLNB FLN1L FLN3 TABP TAP
O75376	NCOR1_HUMAN	NCOR1 KIAA1047
O75379	VAMP4_HUMAN	VAMP4
O75381	PEX14_HUMAN	PEX14
O75385	ULK1_HUMAN	ULK1 KIAA0722
O75386	TULP3_HUMAN	TULP3 TUBL3
O75390	CISY_HUMAN	CS
O75394	RM33_HUMAN	MRPL33 C2orf1
O75398	DEAF1_HUMAN	DEAF1 SPN ZMYND5
O75400	PR40A_HUMAN	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225
O75414	NDK6_HUMAN	NME6
O75419	CDC45_HUMAN	CDC45 CDC45L CDC45L2 UNQ374/PRO710
O75431	MTX2_HUMAN	MTX2
O75436	VP26A_HUMAN	VPS26A VPS26
O75438	NDUB1_HUMAN	NDUFB1
O75439	MPPB_HUMAN	PMPCB MPPB
O75448	MED24_HUMAN	MED24 ARC100 CRSP4 DRIP100 KIAA0130 THRAP4 TRAP100
O75460	ERN1_HUMAN	ERN1 IRE1
O75461	E2F6_HUMAN	E2F6
O75475	PSIP1_HUMAN	PSIP1 DFS70 LEDGF PSIP2
O75477	ERLN1_HUMAN	ERLIN1 C10orf69 KE04 KEO4 SPFH1
O75486	SUPT3_HUMAN	SUPT3H SPT3
O75487	GPC4_HUMAN	GPC4 UNQ474/PRO937
O75489	NDUS3_HUMAN	NDUFS3
O75496	GEMI_HUMAN	GMNN
O75503	CLN5_HUMAN	CLN5
O75521	ECI2_HUMAN	ECI2 DRS1 HCA88 PECI
O75528	TADA3_HUMAN	TADA3 ADA3 TADA3L
O75529	TAF5L_HUMAN	TAF5L PAF65B
O75530	EED_HUMAN	EED
O75531	BAF_HUMAN	BANF1 BAF BCRG1
O75533	SF3B1_HUMAN	SF3B1 SAP155
O75534	CSDE1_HUMAN	CSDE1 D1S155E KIAA0885 NRU UNR
O75554	WBP4_HUMAN	WBP4 FBP21 FNBP21
O75563	SKAP2_HUMAN	SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R
O75569	PRKRA_HUMAN	PRKRA PACT RAX HSD-14 HSD14
O75581	LRP6_HUMAN	LRP6
O75582	KS6A5_HUMAN	RPS6KA5 MSK1
O75592	MYCB2_HUMAN	MYCBP2 KIAA0916 PAM
O75593	FOXH1_HUMAN	FOXH1 FAST1 FAST2
O75600	KBL_HUMAN	GCAT KBL
O75602	SPAG6_HUMAN	SPAG6 PF16
O75603	GCM2_HUMAN	GCM2 GCMB
O75607	NPM3_HUMAN	NPM3
O75616	ERAL1_HUMAN	ERAL1 HERA
O75638	CTAG2_HUMAN	CTAG2 ESO2 LAGE1
O75643	U520_HUMAN	SNRNP200 ASCC3L1 HELIC2 KIAA0788
O75648	MTU1_HUMAN	TRMU MTU1 TRMT1
O75665	OFD1_HUMAN	OFD1 CXorf5
O75674	TM1L1_HUMAN	TOM1L1 SRCASM
O75676	KS6A4_HUMAN	RPS6KA4 MSK2
O75688	PPM1B_HUMAN	PPM1B PP2CB
O75689	ADAP1_HUMAN	ADAP1 CENTA1
O75691	UTP20_HUMAN	UTP20 DRIM
O75695	XRP2_HUMAN	RP2
O75716	STK16_HUMAN	STK16 MPSK1 PKL12 TSF1
O75718	CRTAP_HUMAN	CRTAP CASP
O75746	CMC1_HUMAN	SLC25A12 ARALAR1
O75771	RA51D_HUMAN	RAD51D RAD51L3
O75781	PALM_HUMAN	PALM KIAA0270
O75791	GRAP2_HUMAN	GRAP2 GADS GRB2L GRID
O75792	RNH2A_HUMAN	RNASEH2A RNASEHI RNHIA
O75807	PR15A_HUMAN	PPP1R15A GADD34
O75817	POP7_HUMAN	POP7 RPP20
O75821	EIF3G_HUMAN	EIF3G EIF3S4
O75822	EIF3J_HUMAN	EIF3J EIF3S1 PRO0391
O75828	CBR3_HUMAN	CBR3
O75832	PSD10_HUMAN	PSMD10
O75840	KLF7_HUMAN	KLF7 UKLF
O75874	IDHC_HUMAN	IDH1 PICD
O75879	GATB_HUMAN	GATB PET112 PET112L HSPC199
O75886	STAM2_HUMAN	STAM2 HBP
O75891	AL1L1_HUMAN	ALDH1L1 FTHFD
O75897	ST1C4_HUMAN	SULT1C4 SULT1C2
O75901	RASF9_HUMAN	RASSF9 PAMCI PCIP1
O75908	SOAT2_HUMAN	SOAT2 ACACT2 ACAT2
O75912	DGKI_HUMAN	DGKI
O75923	DYSF_HUMAN	DYSF FER1L1
O75925	PIAS1_HUMAN	PIAS1 DDXBP1
O75928	PIAS2_HUMAN	PIAS2 PIASX
O75934	SPF27_HUMAN	BCAS2 DAM1
O75935	DCTN3_HUMAN	DCTN3 DCTN22
O75937	DNJC8_HUMAN	DNAJC8 SPF31 HSPC315 HSPC331
O75943	RAD17_HUMAN	RAD17 R24L
O75947	ATP5H_HUMAN	ATP5PD ATP5H My032
O75952	CABYR_HUMAN	CABYR CBP86 FSP2
O75953	DNJB5_HUMAN	DNAJB5 HSC40
O75954	TSN9_HUMAN	TSPAN9 NET5
O75955	FLOT1_HUMAN	FLOT1
O75964	ATP5L_HUMAN	ATP5MG ATP5L
O75969	AKAP3_HUMAN	AKAP3 AKAP110 SOB1
O75971	SNPC5_HUMAN	SNAPC5 SNAP19
O76021	RL1D1_HUMAN	RSL1D1 CATX11 CSIG PBK1 L12
O76027	ANXA9_HUMAN	ANXA9 ANX31
O76031	CLPX_HUMAN	CLPX
O76039	CDKL5_HUMAN	CDKL5 STK9
O76050	NEUL1_HUMAN	NEURL1 NEURL NEURL1A RNF67
O76054	S14L2_HUMAN	SEC14L2 C22orf6 KIAA1186 KIAA1658
O76061	STC2_HUMAN	STC2
O76062	ERG24_HUMAN	TM7SF2 ANG1
O76064	RNF8_HUMAN	RNF8 KIAA0646
O76075	DFFB_HUMAN	DFFB CAD DFF2 DFF40
O76076	CCN5_HUMAN	CCN5 CT58 CTGFL WISP2 UNQ228/PRO261
O76083	PDE9A_HUMAN	PDE9A
O76093	FGF18_HUMAN	FGF18 UNQ420/PRO856
O76094	SRP72_HUMAN	SRP72
O76096	CYTF_HUMAN	CST7
O77932	DXO_HUMAN	DXO DOM3L DOM3Z NG6
O94759	TRPM2_HUMAN	TRPM2 EREG1 KNP3 LTRPC2 TRPC7
O94762	RECQ5_HUMAN	RECQL5 RECQ5
O94763	RMP_HUMAN	URI1 C19orf2 NNX3 PPP1R19 RMP URI
O94766	B3GA3_HUMAN	B3GAT3
O94768	ST17B_HUMAN	STK17B DRAK2
O94779	CNTN5_HUMAN	CNTN5
O94782	UBP1_HUMAN	USP1
O94804	STK10_HUMAN	STK10 LOK
O94805	ACL6B_HUMAN	ACTL6B ACTL6 BAF53B
O94806	KPCD3_HUMAN	PRKD3 EPK2 PRKCN
O94811	TPPP_HUMAN	TPPP TPPP1
O94812	BAIP3_HUMAN	BAIAP3 KIAA0734
O94823	AT10B_HUMAN	ATP10B ATPVB KIAA0715
O94826	TOM70_HUMAN	TOMM70 KIAA0719 TOM70 TOMM70A
O94830	DDHD2_HUMAN	DDHD2 KIAA0725 SAMWD1
O94851	MICA2_HUMAN	MICAL2 KIAA0750 MICAL2PV1 MICAL2PV2
O94864	ST65G_HUMAN	SUPT7L KIAA0764
O94868	FCSD2_HUMAN	FCHSD2 KIAA0769 SH3MD3
O94874	UFL1_HUMAN	UFL1 KIAA0776 MAXER NLBP RCAD
O94905	ERLN2_HUMAN	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924
O94906	PRP6_HUMAN	PRPF6 C20orf14
O94907	DKK1_HUMAN	DKK1 UNQ492/PRO1008
O94913	PCF11_HUMAN	PCF11 KIAA0824
O94916	NFAT5_HUMAN	NFAT5 KIAA0827 TONEBP
O94921	CDK14_HUMAN	CDK14 KIAA0834 PFTK1
O94925	GLSK_HUMAN	GLS GLS1 KIAA0838
O94927	HAUS5_HUMAN	HAUS5 KIAA0841
O94966	UBP19_HUMAN	USP19 KIAA0891 ZMYND9
O94972	TRI37_HUMAN	TRIM37 KIAA0898 MUL POB1
O94979	SC31A_HUMAN	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334
O94983	CMTA2_HUMAN	CAMTA2 KIAA0909
O94986	CE152_HUMAN	CEP152 KIAA0912
O94992	HEXI1_HUMAN	HEXIM1 CLP1 EDG1 HIS1 MAQ1
O94993	SOX30_HUMAN	SOX30
O95049	ZO3_HUMAN	TJP3 ZO3
O95050	INMT_HUMAN	INMT
O95057	DIRA1_HUMAN	DIRAS1 GBTS1 RIG
O95059	RPP14_HUMAN	RPP14
O95067	CCNB2_HUMAN	CCNB2
O95071	UBR5_HUMAN	UBR5 EDD EDD1 HYD KIAA0896
O95073	FSBP_HUMAN	FSBP
O95084	PRS23_HUMAN	PRSS23 ZSIG13 UNQ270/PRO307
O95136	S1PR2_HUMAN	S1PR2 EDG5
O95139	NDUB6_HUMAN	NDUFB6
O95140	MFN2_HUMAN	MFN2 CPRP1 KIAA0214
O95150	TNF15_HUMAN	TNFSF15 TL1 VEGI
O95153	RIMB1_HUMAN	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1
O95154	ARK73_HUMAN	AKR7A3 AFAR2
O95159	ZFPL1_HUMAN	ZFPL1
O95163	ELP1_HUMAN	ELP1 IKAP IKBKAP
O95167	NDUA3_HUMAN	NDUFA3
O95168	NDUB4_HUMAN	NDUFB4
O95169	NDUB8_HUMAN	NDUFB8
O95182	NDUA7_HUMAN	NDUFA7
O95185	UNC5C_HUMAN	UNC5C UNC5H3
O95196	CSPG5_HUMAN	CSPG5 CALEB NGC
O95197	RTN3_HUMAN	RTN3 ASYIP NSPL2
O95198	KLHL2_HUMAN	KLHL2
O95202	LETM1_HUMAN	LETM1
O95210	STBD1_HUMAN	STBD1 GENX-3414
O95218	ZRAB2_HUMAN	ZRANB2 ZIS ZNF265
O95219	SNX4_HUMAN	SNX4
O95229	ZWINT_HUMAN	ZWINT
O95232	LC7L3_HUMAN	LUC7L3 CREAP1 CROP O48
O95249	GOSR1_HUMAN	GOSR1 GS28
O95251	KAT7_HUMAN	KAT7 HBO1 HBOa MYST2
O95255	MRP6_HUMAN	ABCC6 ARA MRP6
O95257	GA45G_HUMAN	GADD45G CR6 DDIT2
O95260	ATE1_HUMAN	ATE1
O95267	GRP1_HUMAN	RASGRP1 RASGRP
O95271	TNKS1_HUMAN	TNKS PARP5A PARPL TIN1 TINF1 TNKS1
O95273	CCDB1_HUMAN	CCNDBP1 DIP1 GCIP HHM
O95278	EPM2A_HUMAN	EPM2A
O95292	VAPB_HUMAN	VAPB UNQ484/PRO983
O95298	NDUC2_HUMAN	NDUFC2 HLC1
O95299	NDUAA_HUMAN	NDUFA10
O95319	CELF2_HUMAN	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR
O95347	SMC2_HUMAN	SMC2 CAPE SMC2L1 PRO0324
O95359	TACC2_HUMAN	TACC2
O95361	TRI16_HUMAN	TRIM16 EBBP
O95365	ZBT7A_HUMAN	ZBTB7A FBI1 LRF ZBTB7 ZNF857A
O95373	IPO7_HUMAN	IPO7 RANBP7
O95376	ARI2_HUMAN	ARIH2 ARI2 TRIAD1 HT005
O95388	CCN4_HUMAN	CCN4 WISP1
O95389	CCN6_HUMAN	CCN6 WISP3 UNQ462/PRO790/PRO956
O95391	SLU7_HUMAN	SLU7
O95396	MOCS3_HUMAN	MOCS3 UBA4
O95400	CD2B2_HUMAN	CD2BP2 KIAA1178
O95405	ZFYV9_HUMAN	ZFYVE9 MADHIP SARA SMADIP
O95409	ZIC2_HUMAN	ZIC2
O95425	SVIL_HUMAN	SVIL
O95427	PIGN_HUMAN	PIGN MCD4
O95429	BAG4_HUMAN	BAG4 SODD
O95433	AHSA1_HUMAN	AHSA1 C14orf3 HSPC322
O95453	PARN_HUMAN	PARN DAN
O95456	PSMG1_HUMAN	PSMG1 C21LRP DSCR2 PAC1
O95461	LARG1_HUMAN	LARGE1 KIAA0609 LARGE
O95466	FMNL1_HUMAN	FMNL1 C17orf1 C17orf1B FMNL FRL1
O95467	GNAS3_HUMAN	GNAS GNAS1
O95470	SGPL1_HUMAN	SGPL1 KIAA1252
O95471	CLD7_HUMAN	CLDN7 CEPTRL2 CPETRL2
O95477	ABCA1_HUMAN	ABCA1 ABC1 CERP
O95487	SC24B_HUMAN	SEC24B
O95500	CLD14_HUMAN	CLDN14 UNQ777/PRO1571
O95503	CBX6_HUMAN	CBX6
O95551	TYDP2_HUMAN	TDP2 EAP2 TTRAP AD-022
O95563	MPC2_HUMAN	MPC2 BRP44
O95571	ETHE1_HUMAN	ETHE1 HSCO
O95573	ACSL3_HUMAN	ACSL3 ACS3 FACL3 LACS3
O95600	KLF8_HUMAN	KLF8 BKLF3 ZNF741
O95613	PCNT_HUMAN	PCNT KIAA0402 PCNT2
O95630	STABP_HUMAN	STAMBP AMSH
O95633	FSTL3_HUMAN	FSTL3 FLRG UNQ674/PRO1308
O95644	NFAC1_HUMAN	NFATC1 NFAT2 NFATC
O95671	ASML_HUMAN	ASMTL
O95684	CEP43_HUMAN	CEP43 FGFR1OP FOP
O95696	BRD1_HUMAN	BRD1 BRL BRPF2
O95704	APBB3_HUMAN	APBB3 FE65L2
O95707	RPP29_HUMAN	POP4 RPP29
O95714	HERC2_HUMAN	HERC2
O95715	CXL14_HUMAN	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273
O95721	SNP29_HUMAN	SNAP29
O95747	OXSR1_HUMAN	OXSR1 KIAA1101 OSR1
O95751	LDOC1_HUMAN	LDOC1 BCUR1
O95754	SEM4F_HUMAN	SEMA4F SEMAM SEMAW
O95757	HS74L_HUMAN	HSPA4L APG1 OSP94
O95777	LSM8_HUMAN	LSM8
O95785	WIZ_HUMAN	WIZ ZNF803
O95786	DDX58_HUMAN	DDX58
O95793	STAU1_HUMAN	STAU1 STAU
O95807	TM50A_HUMAN	TMEM50A SMP1 UNQ386/PRO718
O95810	CAVN2_HUMAN	CAVIN2 SDPR
O95817	BAG3_HUMAN	BAG3 BIS
O95822	DCMC_HUMAN	MLYCD
O95825	QORL1_HUMAN	CRYZL1 4P11
O95831	AIFM1_HUMAN	AIFM1 AIF PDCD8
O95833	CLIC3_HUMAN	CLIC3
O95847	UCP4_HUMAN	SLC25A27 UCP4 UNQ772/PRO1566
O95858	TSN15_HUMAN	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311
O95863	SNAI1_HUMAN	SNAI1 SNAH
O95865	DDAH2_HUMAN	DDAH2 DDAH G6A NG30
O95866	G6B_HUMAN	MPIG6B C6orf25 G6B G6B-B
O95873	CF047_HUMAN	C6orf47 G4
O95897	NOE2_HUMAN	OLFM2 NOE2
O95900	TRUB2_HUMAN	TRUB2
O95905	ECD_HUMAN	ECD
O95926	SYF2_HUMAN	SYF2 CBPIN GCIPIP
O95931	CBX7_HUMAN	CBX7
O95948	ONEC2_HUMAN	ONECUT2 HNF6B
O95954	FTCD_HUMAN	FTCD
O95971	BY55_HUMAN	CD160 BY55
O95977	S1PR4_HUMAN	S1PR4 EDG6
O95980	RECK_HUMAN	RECK ST15
O95989	NUDT3_HUMAN	NUDT3 DIPP DIPP1
O95990	F107A_HUMAN	FAM107A DRR1 TU3A
O95996	APCL_HUMAN	APC2 APCL
O95997	PTTG1_HUMAN	PTTG1 EAP1 PTTG TUTR1
O95999	BCL10_HUMAN	BCL10 CIPER CLAP
O96004	HAND1_HUMAN	HAND1 BHLHA27 EHAND
O96007	MOC2B_HUMAN	MOCS2 MCBPE MOCO1
O96008	TOM40_HUMAN	TOMM40 C19orf1 PEREC1 TOM40
O96009	NAPSA_HUMAN	NAPSA NAP1 NAPA
O96011	PX11B_HUMAN	PEX11B
O96017	CHK2_HUMAN	CHEK2 CDS1 CHK2 RAD53
O96019	ACL6A_HUMAN	ACTL6A BAF53 BAF53A INO80K
O96028	NSD2_HUMAN	NSD2 KIAA1090 MMSET TRX5 WHSC1
O96033	MOC2A_HUMAN	MOCS2 MOCO1
P00156	CYB_HUMAN	MT-CYB COB CYTB MTCYB
P00167	CYB5_HUMAN	CYB5A CYB5
P00325	ADH1B_HUMAN	ADH1B ADH2
P00326	ADH1G_HUMAN	ADH1C ADH3
P00338	LDHA_HUMAN	LDHA PIG19
P00352	AL1A1_HUMAN	ALDH1A1 ALDC ALDH1 PUMB1
P00367	DHE3_HUMAN	GLUD1 GLUD
P00374	DYR_HUMAN	DHFR
P00387	NB5R3_HUMAN	CYB5R3 DIA1
P00403	COX2_HUMAN	MT-CO2 COII COX2 COXII MTCO2
P00441	SODC_HUMAN	SOD1
P00480	OTC_HUMAN	OTC
P00491	PNPH_HUMAN	PNP NP
P00492	HPRT_HUMAN	HPRT1 HPRT
P00505	AATM_HUMAN	GOT2
P00519	ABL1_HUMAN	ABL1 ABL JTK7
P00533	EGFR_HUMAN	EGFR ERBB ERBB1 HER1
P00568	KAD1_HUMAN	AK1
P00813	ADA_HUMAN	ADA ADA1
P00918	CAH2_HUMAN	CA2
P00966	ASSY_HUMAN	ASS1 ASS
P00973	OAS1_HUMAN	OAS1 OIAS
P01009	A1AT_HUMAN	SERPINA1 AAT PI PRO0684 PRO2209
P01034	CYTC_HUMAN	CST3
P01040	CYTA_HUMAN	CSTA STF1 STFA
P01100	FOS_HUMAN	FOS G0S7
P01106	MYC_HUMAN	MYC BHLHE39
P01111	RASN_HUMAN	NRAS HRAS1
P01112	RASH_HUMAN	HRAS HRAS1
P01130	LDLR_HUMAN	LDLR
P01137	TGFB1_HUMAN	TGFB1 TGFB
P01213	PDYN_HUMAN	PDYN
P01303	NPY_HUMAN	NPY
P01583	IL1A_HUMAN	IL1A IL1F1
P01730	CD4_HUMAN	CD4
P01732	CD8A_HUMAN	CD8A MAL
P01833	PIGR_HUMAN	PIGR
P01889	HLAB_HUMAN	HLA-B HLAB
P01903	DRA_HUMAN	HLA-DRA HLA-DRA1
P02489	CRYAA_HUMAN	CRYAA CRYA1 HSPB4
P02511	CRYAB_HUMAN	CRYAB CRYA2 HSPB5
P02533	K1C14_HUMAN	KRT14
P02538	K2C6A_HUMAN	KRT6A K6A KRT6D
P02545	LMNA_HUMAN	LMNA LMN1
P02649	APOE_HUMAN	APOE
P02654	APOC1_HUMAN	APOC1
P02675	FIBB_HUMAN	FGB
P02708	ACHA_HUMAN	CHRNA1 ACHRA CHNRA
P02743	SAMP_HUMAN	APCS PTX2
P02748	CO9_HUMAN	C9
P02760	AMBP_HUMAN	AMBP HCP ITIL
P02765	FETUA_HUMAN	AHSG FETUA PRO2743
P02768	ALBU_HUMAN	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341
P02788	TRFL_HUMAN	LTF GIG12 LF
P02794	FRIH_HUMAN	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15
P03372	ESR1_HUMAN	ESR1 ESR NR3A1
P03950	ANGI_HUMAN	ANG RNASE5
P04004	VTNC_HUMAN	VTN
P04035	HMDH_HUMAN	HMGCR
P04040	CATA_HUMAN	CAT
P04049	RAF1_HUMAN	RAF1 RAF
P04053	TDT_HUMAN	DNTT TDT
P04054	PA21B_HUMAN	PLA2G1B PLA2 PLA2A PPLA2
P04070	PROC_HUMAN	PROC
P04075	ALDOA_HUMAN	ALDOA ALDA
P04080	CYTB_HUMAN	CSTB CST6 STFB
P04083	ANXA1_HUMAN	ANXA1 ANX1 LPC1
P04114	APOB_HUMAN	APOB
P04150	GCR_HUMAN	NR3C1 GRL
P04156	PRIO_HUMAN	PRNP ALTPRP PRIP PRP
P04179	SODM_HUMAN	SOD2
P04181	OAT_HUMAN	OAT
P04198	MYCN_HUMAN	MYCN BHLHE37 NMYC
P04201	MAS_HUMAN	MAS1 MAS
P04216	THY1_HUMAN	THY1
P04233	HG2A_HUMAN	CD74 DHLAG
P04264	K2C1_HUMAN	KRT1 KRTA
P04271	S100B_HUMAN	S100B
P04275	VWF_HUMAN	VWF F8VWF
P04279	SEMG1_HUMAN	SEMG1 SEMG
P04350	TBB4A_HUMAN	TUBB4A TUBB4 TUBB5
P04406	G3P_HUMAN	GAPDH GAPD CDABP0047 OK/SW-cl.12
P04554	PRM2_HUMAN	PRM2
P04626	ERBB2_HUMAN	ERBB2 HER2 MLN19 NEU NGL
P04629	NTRK1_HUMAN	NTRK1 MTC TRK TRKA
P04632	CPNS1_HUMAN	CAPNS1 CAPN4 CAPNS
P04637	P53_HUMAN	TP53 P53
P04732	MT1E_HUMAN	MT1E
P04733	MT1F_HUMAN	MT1F PRO0376
P04792	HSPB1_HUMAN	HSPB1 HSP27 HSP28
P04818	TYSY_HUMAN	TYMS TS OK/SW-cl.29
P04843	RPN1_HUMAN	RPN1
P04899	GNAI2_HUMAN	GNAI2 GNAI2B
P04908	H2A1B_HUMAN	H2AC4 H2AFM HIST1H2AB; H2AC8 H2AFA HIST1H2AE
P05023	AT1A1_HUMAN	ATP1A1
P05026	AT1B1_HUMAN	ATP1B1 ATP1B
P05067	A4_HUMAN	APP A4 AD1
P05089	ARGI1_HUMAN	ARG1
P05106	ITB3_HUMAN	ITGB3 GP3A
P05109	S10A8_HUMAN	S100A8 CAGA CFAG MRP8
P05114	HMGN1_HUMAN	HMGN1 HMG14
P05141	ADT2_HUMAN	SLC25A5 ANT2
P05164	PERM_HUMAN	MPO
P05187	PPB1_HUMAN	ALPP PLAP
P05204	HMGN2_HUMAN	HMGN2 HMG17
P05230	FGF1_HUMAN	FGF1 FGFA
P05388	RLA0_HUMAN	RPLP0
P05412	JUN_HUMAN	JUN
P05423	RPC4_HUMAN	POLR3D BN51 BN51T
P05455	LA_HUMAN	SSB
P05496	AT5G1_HUMAN	ATP5MC1 ATP5G1
P05549	AP2A_HUMAN	TFAP2A AP2TF TFAP2
P05556	ITB1_HUMAN	ITGB1 FNRB MDF2 MSK12
P05771	KPCB_HUMAN	PRKCB PKCB PRKCB1
P05783	K1C18_HUMAN	KRT18 CYK18 PIG46
P05787	K2C8_HUMAN	KRT8 CYK8
P05937	CALB1_HUMAN	CALB1 CAB27
P05981	HEPS_HUMAN	HPN TMPRSS1
P06127	CD5_HUMAN	CD5 LEU1
P06132	DCUP_HUMAN	UROD
P06239	LCK_HUMAN	LCK
P06241	FYN_HUMAN	FYN
P06396	GELS_HUMAN	GSN
P06400	RB_HUMAN	RB1
P06454	PTMA_HUMAN	PTMA TMSA
P06493	CDK1_HUMAN	CDK1 CDC2 CDC28A CDKN1 P34CDC2
P06576	ATPB_HUMAN	ATP5F1B ATP5B ATPMB ATPSB
P06702	S10A9_HUMAN	S100A9 CAGB CFAG MRP14
P06703	S10A6_HUMAN	S100A6 CACY
P06730	IF4E_HUMAN	EIF4E EIF4EL1 EIF4F
P06731	CEAM5_HUMAN	CEACAM5 CEA
P06733	ENOA_HUMAN	ENO1 ENO1L1 MBPB1 MPB1
P06744	G6PI_HUMAN	GPI
P06746	DPOLB_HUMAN	POLB
P06748	NPM_HUMAN	NPM1 NPM
P06753	TPM3_HUMAN	TPM3
P06756	ITAV_HUMAN	ITGAV MSK8 VNRA VTNR
P06870	KLK1_HUMAN	KLK1
P06899	H2B1J_HUMAN	H2BC11 H2BFR HIST1H2BJ
P07093	GDN_HUMAN	SERPINE2 PI7 PN1
P07108	ACBP_HUMAN	DBI
P07148	FABPL_HUMAN	FABP1 FABPL
P07195	LDHB_HUMAN	LDHB
P07203	GPX1_HUMAN	GPX1
P07205	PGK2_HUMAN	PGK2 PGKB
P07237	PDIA1_HUMAN	P4HB ERBA2L PDI PDIA1 PO4DB
P07288	KLK3_HUMAN	KLK3 APS
P07305	H10_HUMAN	H1-0 H1F0 H1FV
P07315	CRGC_HUMAN	CRYGC CRYG3
P07327	ADH1A_HUMAN	ADH1A ADH1
P07333	CSF1R_HUMAN	CSF1R FMS
P07339	CATD_HUMAN	CTSD CPSD
P07355	ANXA2_HUMAN	ANXA2 ANX2 ANX2L4 CAL1H LPC2D
P07359	GP1BA_HUMAN	GP1BA
P07384	CAN1_HUMAN	CAPN1 CANPL1 PIG30
P07437	TBB5_HUMAN	TUBB TUBB5 OK/SW-cl.56
P07476	INVO_HUMAN	IVL
P07550	ADRB2_HUMAN	ADRB2 ADRB2R B2AR
P07602	SAP_HUMAN	PSAP GLBA SAP1
P07711	CATL1_HUMAN	CTSL CTSL1
P07737	PROF1_HUMAN	PFN1
P07741	APT_HUMAN	APRT
P07766	CD3E_HUMAN	CD3E T3E
P07814	SYEP_HUMAN	EPRS1 EPRS GLNS PARS QARS QPRS PIG32
P07858	CATB_HUMAN	CTSB CPSB
P07864	LDHC_HUMAN	LDHC LDH3 LDHX
P07900	HS90A_HUMAN	HSP90AA1 HSP90A HSPC1 HSPCA
P07902	GALT_HUMAN	GALT
P07910	HNRPC_HUMAN	HNRNPC HNRPC
P07919	QCR6_HUMAN	UQCRH
P07947	YES_HUMAN	YES1 YES
P07948	LYN_HUMAN	LYN JTK8
P07949	RET_HUMAN	RET CDHF12 CDHR16 PTC RET51
P07954	FUMH_HUMAN	FH
P07992	ERCC1_HUMAN	ERCC1
P08048	ZFY_HUMAN	ZFY
P08100	OPSD_HUMAN	RHO OPN2
P08123	CO1A2_HUMAN	COL1A2
P08138	TNR16_HUMAN	NGFR TNFRSF16
P08151	GLI1_HUMAN	GLI1 GLI
P08172	ACM2_HUMAN	CHRM2
P08174	DAF_HUMAN	CD55 CR DAF
P08195	4F2_HUMAN	SLC3A2 MDU1
P08237	PFKAM_HUMAN	PFKM PFKX
P08238	HS90B_HUMAN	HSP90AB1 HSP90B HSPC2 HSPCB
P08243	ASNS_HUMAN	ASNS TS11
P08263	GSTA1_HUMAN	GSTA1
P08311	CATG_HUMAN	CTSG
P08319	ADH4_HUMAN	ADH4
P08473	NEP_HUMAN	MME EPN
P08559	ODPA_HUMAN	PDHA1 PHE1A
P08571	CD14_HUMAN	CD14
P08574	CY1_HUMAN	CYC1
P08575	PTPRC_HUMAN	PTPRC CD45
P08579	RU2B_HUMAN	SNRPB2
P08588	ADRB1_HUMAN	ADRB1 ADRB1R B1AR
